0.188 0.688 0.938 0.812 0.312 0.650 0.600 0.200 0.250 0.700 0.900 0.250 0.000 0.000 0.500 0.750 0.350 0.000 0.000 0.550 0.562 0.938 0.562 0.625 0.625 0.422 с
0.812 0.800 0.000 0.700 0.938 0.100 0.720 0.500 0.680 0.200 0.000 0.280 1.000 0.360 0.000 0.150 0.640 0.350 0.520 0.050 0.875 0.700 0.000 0.650 0.812 0.404 х
0.650 0.760 0.080 0.600 0.800 0.500 0.480 0.000 0.400 0.500 0.500 0.400 0.000 0.400 0.500 0.600 0.640 0.440 0.600 0.750 0.000 0.000 0.000 0.080 0.850 0.463 ц
0.812 0.812 0.100 0.750 0.812 0.500 0.500 0.240 0.900 0.500 0.500 0.500 0.500 0.438 0.500 0.500 0.900 0.400 0.250 0.600 0.688 1.000 0.200 0.500 0.812 0.333 и
0.625 0.875 0.125 0.500 1.000 0.500 0.750 0.100 0.750 1.000 0.450 0.900 0.700 0.800 1.000 0.300 1.000 0.600 0.250 0.950 0.688 1.000 0.500 0.562 0.812 0.475 и
0.812 0.875 0.150 0.688 1.000 0.550 0.650 0.160 0.900 0.800 0.500 0.750 0.600 0.750 0.750 0.500 1.000 0.600 0.200 0.650 0.750 1.000 0.300 0.500 0.938 0.475 и
0.625 0.950 0.250 0.650 1.000 0.350 0.840 0.100 0.760 0.800 0.300 0.840 0.550 0.880 0.800 0.250 1.000 0.700 0.360 1.000 0.562 1.000 0.438 0.500 1.000 0.475 и
0.812 1.000 0.350 0.562 1.000 0.450 0.800 0.160 0.750 0.800 0.375 0.750 0.550 0.625 0.688 0.350 0.950 0.760 0.200 0.600 0.500 1.000 0.350 0.312 0.812 0.450 и
0.200 0.900 0.360 0.550 0.350 0.550 0.900 0.640 0.750 0.550 0.500 0.500 0.080 0.650 0.700 0.500 0.550 0.400 0.050 0.400 0.600 1.000 0.280 0.250 0.700 0.556 й
0.733 0.800 0.467 0.533 0.600 0.667 0.867 0.067 0.000 0.400 0.667 0.933 0.067 0.000 0.667 0.667 1.000 0.133 0.200 0.533 0.667 1.000 0.200 0.000 0.000 0.610 р
0.875 0.875 0.500 0.000 0.000 0.500 0.850 0.250 0.200 0.050 0.500 1.000 0.812 0.875 0.688 0.500 0.800 0.050 0.300 1.000 0.625 0.812 0.250 0.500 0.812 0.450 ь
0.750 0.875 0.150 0.438 0.938 0.500 0.500 0.080 0.100 0.600 0.500 0.750 0.650 0.750 0.938 0.500 0.500 0.040 0.300 0.800 0.750 0.750 0.100 0.500 0.875 0.400 н
0.750 0.900 0.188 0.700 0.938 0.500 0.600 0.100 0.800 0.750 0.375 0.650 0.625 0.750 0.688 0.450 0.960 0.850 0.520 0.700 0.625 1.000 0.312 0.500 0.812 0.400 и
0.938 0.850 0.125 0.400 1.000 0.550 0.640 0.050 0.080 0.750 0.500 0.880 0.600 0.560 1.000 0.550 0.600 0.000 0.080 0.850 0.938 0.850 0.125 0.400 0.938 0.373 н
1.000 1.000 0.500 0.312 0.938 0.600 0.850 0.150 0.750 0.700 0.500 1.000 0.750 0.950 0.300 0.350 0.800 0.050 0.500 0.550 0.688 0.875 0.250 0.188 0.875 0.373 к
0.625 0.767 0.567 0.500 0.458 0.250 1.000 0.233 0.000 0.500 0.167 0.933 0.300 0.033 0.542 0.167 0.933 0.767 0.600 0.500 0.458 1.000 0.500 0.100 0.000 0.650 р
0.333 0.812 0.583 0.688 0.333 0.833 0.625 0.000 0.312 1.000 1.000 0.500 0.000 0.250 1.000 0.833 0.562 0.000 0.250 1.000 0.417 0.812 0.333 0.562 0.417 0.952 0
0.500 0.800 0.688 0.800 0.875 0.500 0.680 0.100 0.280 0.750 0.500 0.600 0.000 0.200 0.750 0.450 0.600 0.000 0.200 0.750 0.625 0.800 0.125 0.600 0.875 0.352 п
0.750 1.000 0.750 0.125 0.000 0.400 1.000 0.400 0.200 0.100 0.250 1.000 0.688 0.812 0.875 0.450 1.000 0.250 0.050 0.600 0.562 1.000 0.625 0.500 0.875 0.450 ь
0.938 1.000 0.812 0.750 0.562 0.650 0.900 0.300 0.450 0.950 0.562 1.000 0.812 0.875 0.875 0.600 0.800 0.050 0.150 0.850 0.625 0.875 0.438 0.562 0.812 0.353 в
0.188 0.800 0.875 0.350 0.000 0.688 0.600 0.000 0.700 0.125 0.500 0.850 0.875 0.850 0.062 0.812 0.050 0.062 0.750 0.375 0.688 0.650 0.750 0.700 1.000 0.370 а
0.750 1.000 0.950 0.812 0.562 0.300 1.000 0.840 0.900 1.000 0.250 1.000 0.880 0.800 0.900 0.250 1.000 0.280 0.050 0.800 0.562 1.000 0.750 0.812 0.812 0.373 в
0.938 0.812 0.950 0.812 0.938 1.000 0.300 0.680 0.250 0.600 0.625 0.188 0.650 0.250 0.312 0.000 0.000 0.720 0.150 0.000 0.062 0.438 0.850 0.438 0.062 0.450 т
0.938 1.000 1.000 1.000 0.875 1.000 0.650 0.880 0.400 0.800 0.700 0.250 0.760 0.250 0.350 0.000 0.050 0.760 0.150 0.000 0.188 0.812 1.000 0.812 0.188 0.373 т
0.125 0.850 1.000 1.000 1.000 0.000 0.480 0.800 0.520 0.600 0.000 0.560 0.750 0.400 0.500 0.400 0.720 0.550 0.280 0.500 1.000 0.950 0.375 0.750 0.812 0.475 л
0.188 0.812 0.750 0.812 0.625 0.700 0.700 0.040 0.100 0.700 0.875 0.875 0.600 0.625 0.812 0.800 0.500 0.080 0.050 0.400 0.500 0.938 0.400 0.500 0.812 0.400 е
0.438 0.850 0.812 0.600 0.062 0.850 0.720 0.250 0.880 0.400 0.700 0.800 0.550 0.920 0.300 0.850 0.200 0.100 0.720 0.400 0.812 0.600 0.688 0.850 1.000 0.373 а
